% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=512524, Sat May 17 12:10:22 2025
1 10 0.19521300402695702 1.0000333338888951 1.0 1.0 1.0000166668055563 1.0000333338888951
2 20 0.18984287811434775 1.0375783099952591 0.8733466565093655 0.8733466565093655 0.953067969501622 1.0375783099952591
3 30 0.14547667964657385 1.1016436139545855 0.7414484961215663 0.7414484961215663 0.9311364169536925 1.1016436139545855
4 40 0.12819179031828298 1.1571374262428882 0.5835803426477715 0.5835803426477715 0.8850606463177593 1.1571374262428882
5 50 0.13460924866414056 1.1659442934535948 0.4611696585936372 0.4611696585936372 0.8750739182988867 1.1659442934535948
6 60 0.1091887280881434 1.138886943347544 0.4981161889268381 0.4981161889268381 0.8049560932454055 1.138886943347544
7 70 0.12301750306210231 1.2045024705735639 0.3617464695613098 0.3617464695613098 0.8259304011159072 1.2045024705735639
8 80 0.1203196781928725 1.5387450657445747 0.2968088648437393 0.2968088648437393 0.8254220507448391 1.5387450657445747
9 90 0.12886005472045733 1.4441189046675351 0.24614025301519518 0.24614025301519518 0.8880381124364539 1.4441189046675351
10 100 0.10870095313844332 1.3690378778296013 0.20735099568187054 0.20735099568187054 0.9972572579442777 1.3690378778296013
11 110 0.11221618172922718 1.2738887284251748 0.16340471538378917 0.16340471538378917 0.9758261772154423 1.2738887284251748
12 120 0.11030986721489383 1.3018910161404456 0.13566882211530393 0.13566882211530393 1.080076384312674 1.3018910161404456
13 130 0.09032201359858316 1.3299746489581235 0.10989225083095382 0.10989225083095382 1.035079017919976 1.3299746489581235
14 140 0.09748470312430699 1.2815697115499889 0.09596908243794143 0.09596908243794143 1.0354123438665404 1.2815697115499889
15 150 0.0974443534956837 1.584437325225799 0.07118215373416885 0.07118215373416885 1.050108982105736 1.584437325225799
16 160 0.08307199698116985 1.6365445168253785 0.06487797000604208 0.06487797000604208 0.9326396455841958 1.6365445168253785
17 170 0.07145643570330515 1.699854162998823 0.050780772688720825 0.050780772688720825 0.9309479761666783 1.699854162998823
18 180 0.06927148606279723 1.617638975221642 0.05145223387184056 0.05145223387184056 0.7982662004988456 1.617638975221642
19 190 0.053752743924591694 1.5050557978744719 0.04665362185429983 0.04665362185429983 0.8399011909937868 1.5050557978744719
20 200 0.06034539828951677 1.4653420362032106 0.04075487044734465 0.04075487044734465 0.8664393699043643 1.4653420362032106
